LURN_SAK,INCIDENT_DATE,INCIDENT_REPORTED_DATE,CATEGORY,STAT,STAT_DESC,ADDRESS,STREET,CITY,ZIP,INCIDENT_ID,REPORTING_DISTRICT,SEQ,GANG_RELATED,UNIT_ID,UNIT_NAME,DELETED
18527275,3/23/18 18:35,3/23/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND WALNUT DR, LOS ANGELES, CA",FLORENCE AVE AND WALNUT DR,LOS ANGELES,,918-04420-2173,2173,4420,NO,CA01900V3,CENTURY,N
18527329,3/23/18 19:21,3/23/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND WALNUT DR, LOS ANGELES, CA",FLORENCE AVE AND WALNUT DR,LOS ANGELES,,918-04422-2173,2173,4422,NO,CA01900V3,CENTURY,N
18514123,3/12/18 1:40,3/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"APRICOT DR AND 19TH ST E, PALMDALE, CA",APRICOT DR AND 19TH ST E,PALMDALE,,918-03560-2608,2608,3560,NO,CA01900W9,PALMDALE,N
18681838,8/29/18 6:45,8/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W WINNETKA AVE, CHATSWORTH, CA",W WINNETKA AVE,CHATSWORTH,,918-00205-6153,6153,205,NO,CA01900V6,METROLINK BUREAU,N
18642316,7/18/18 13:56,7/18/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10440-2172,2172,10440,NO,CA01900V3,CENTURY,N
18541955,4/8/18 19:40,4/8/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"16000 GALE AVE, HACIENDA HEIGHTS, CA  91745",16000 GALE AVE,HACIENDA HEIGHTS,91745,918-04726-1473,1473,4726,NO,CA0190014,INDUSTRY,N
18555000,4/20/18 10:20,4/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"15700 VALLEY VIEW AVE, LA MIRADA, CA",15700 VALLEY VIEW AVE,LA MIRADA,,918-06186-0466,466,6186,NO,CA0190004,NORWALK,N
18763726,11/24/18 9:23,11/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E ARROW HWY, COVINA, CA",100 E ARROW HWY,COVINA,,918-06321-0862,862,6321,NO,CA0190008,SAN DIMAS,N
18695545,9/12/18 14:17,9/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"PAMELEE AVE AND 76TH ST, LOS ANGELES, CA",PAMELEE AVE AND 76TH ST,LOS ANGELES,,918-13351-2172,2172,13351,NO,CA01900V3,CENTURY,N
18743665,11/1/18 11:50,11/1/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1000 E AVENUE J, LANCASTER, CA",1000 E AVENUE J,LANCASTER,,918-22661-1135,1135,22661,NO,CA0190024,LANCASTER,N
18737562,10/25/18 20:37,10/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND HOOPER ST, LOS ANGELES, CA",FLORENCE AVE AND HOOPER ST,LOS ANGELES,,918-15581-2170,2170,15581,NO,CA01900V3,CENTURY,N
18559807,4/25/18 8:45,4/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"GREEN ST AND ROSEMEAD BLVD, PASADENA, CA  91107",GREEN ST AND ROSEMEAD BLVD,PASADENA,91107,918-05042-0590,590,5042,NO,CA0190005,TEMPLE,N
18682368,8/29/18 16:13,8/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"WHITTIER BLVD AND ESPERANZA AVE, WHITTIER, CA",WHITTIER BLVD AND ESPERANZA AVE,WHITTIER,,918-06006-1575,1575,6006,NO,CA0190015,PICO RIVERA,N
18484361,2/9/18 14:57,2/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"105 FWY AND GARFIELD AVE, PARAMOUNT, CA  90723",105 FWY AND GARFIELD AVE,PARAMOUNT,90723,918-03289-1361,1361,3289,NO,CA0190013,LAKEWOOD,N
18659762,8/6/18 15:09,8/6/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA  90001",73RD ST AND COMPTON AVE,LOS ANGELES,90001,918-11347-2172,2172,11347,NO,CA01900V3,CENTURY,N
18741161,10/29/18 21:53,10/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SIERRA HWY AND AVENUE J-2, LANCASTER, CA",SIERRA HWY AND AVENUE J-2,LANCASTER,,918-22465-1123,1123,22465,NO,CA0190024,LANCASTER,N
18701541,9/18/18 20:42,9/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"10TH ST E AND AVENUE J, LANCASTER, CA",10TH ST E AND AVENUE J,LANCASTER,,918-19155-1132,1132,19155,NO,CA0190024,LANCASTER,N
18532535,3/29/18 11:45,3/29/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"AZUSA AVE AND 60 FWY, CITY OF INDUSTRY, CA",AZUSA AVE AND 60 FWY,CITY OF INDUSTRY,,918-04227-1416,1416,4227,NO,CA0190014,INDUSTRY,N
18553125,4/18/18 15:15,4/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"8200 NORWALK BLVD, WHITTIER, CA  90606",8200 NORWALK BLVD,WHITTIER,90606,918-02755-1578,1578,2755,NO,CA0190015,PICO RIVERA,N
18714430,10/2/18 12:45,10/2/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12100 FRONT ST, NORWALK, CA",12100 FRONT ST,NORWALK,,918-14621-0454,454,14621,NO,CA0190004,NORWALK,N
18694387,9/11/18 13:38,9/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"6000 WILMINGTON AVE, LOS ANGELES, CA",6000 WILMINGTON AVE,LOS ANGELES,,918-13286-2171,2171,13286,NO,CA01900V3,CENTURY,N
18665327,8/12/18 9:13,8/12/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"61ST ST AND COMPTON AVE, LOS ANGELES, CA",61ST ST AND COMPTON AVE,LOS ANGELES,,918-11638-2170,2170,11638,NO,CA01900V3,CENTURY,N
18493226,2/17/18 12:37,2/17/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA",73RD ST AND COMPTON AVE,LOS ANGELES,,918-02531-2172,2172,2531,NO,CA01900V3,CENTURY,N
18589297,5/24/18 12:00,5/24/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1400 73RD ST, LOS ANGELES, CA",1400 73RD ST,LOS ANGELES,,918-07609-2172,2172,7609,NO,CA01900V3,CENTURY,N
18678422,8/25/18 14:21,8/25/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-08900-1612,1612,8900,NO,CA0190016,CARSON,N
18552741,4/18/18 9:18,4/18/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"ALAMEDA ST AND BANNING ST, COMPTON, CA",ALAMEDA ST AND BANNING ST,COMPTON,,918-05413-2820,2820,5413,NO,CA0190042,COMPTON,N
18515054,3/12/18 23:30,3/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"700 W MARIPOSA ST, ALTADENA, CA",700 W MARIPOSA ST,ALTADENA,,918-00746-0771,771,746,NO,CA0190007,ALTADENA,N
18668581,8/15/18 16:45,8/15/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1400 73RD ST, LOS ANGELES, CA",1400 73RD ST,LOS ANGELES,,918-11809-2172,2172,11809,NO,CA01900V3,CENTURY,N
18715670,10/3/18 13:14,10/3/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2600 OLIVE ST, WALNUT PARK, CA",2600 OLIVE ST,WALNUT PARK,,918-14414-2178,2178,14414,NO,CA01900V3,CENTURY,N
18580509,5/16/18 8:15,5/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W WINNETKA AVE AND S PRARIE AVE, CHATSWORTH, CA",W WINNETKA AVE AND S PRARIE AVE,CHATSWORTH,,918-00114-6153,6153,114,NO,CA01900V6,METROLINK BUREAU,N
18766950,11/28/18 3:07,11/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11500 IMPERIAL HWY, NORWALK, CA",11500 IMPERIAL HWY,NORWALK,,918-17715-0453,453,17715,NO,CA0190004,NORWALK,N
18692700,9/9/18 20:36,9/9/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"45100 SIERRA HWY, LANCASTER, CA  93534",45100 SIERRA HWY,LANCASTER,93534,918-18393-1122,1122,18393,NO,CA0190024,LANCASTER,N
18618734,6/22/18 16:45,6/22/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"ORANGE AVE AND SAN VINCENTE ST, PARAMOUNT, CA  90723",ORANGE AVE AND SAN VINCENTE ST,PARAMOUNT,90723,918-13885-1363,1363,13885,NO,CA0190013,LAKEWOOD,N
18543682,4/10/18 13:39,4/10/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"7400 COMPTON AVE, LOS ANGELES, CA",7400 COMPTON AVE,LOS ANGELES,,918-05340-2172,2172,5340,NO,CA01900V3,CENTURY,N
18683587,8/30/18 15:45,8/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"CERRIOTS AVE, ANAHEIM, CA",CERRIOTS AVE,ANAHEIM,,918-00208-6313,6313,208,NO,CA01900V6,METROLINK BUREAU,N
18592822,5/28/18 12:13,5/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"NOGALES ST AND POMONA FWY, ROWLAND HEIGHTS, CA  91748",NOGALES ST AND POMONA FWY,ROWLAND HEIGHTS,91748,918-03409-2931,2931,3409,NO,CA0190020,WALNUT,N
18764942,11/26/18 3:03,11/26/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12400 NORWALK BLVD, NORWALK, CA  90650",12400 NORWALK BLVD,NORWALK,90650,918-17581-0454,454,17581,NO,CA0190004,NORWALK,N
18562954,4/28/18 0:02,4/28/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 N SUNOL DR, LOS ANGELES, CA  90063",100 N SUNOL DR,LOS ANGELES,90063,918-06435-0276,276,6435,NO,CA0190002,EAST LOS ANGELES,N
18575371,5/10/18 15:55,5/10/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1300 E AVENUE J, LANCASTER, CA",1300 E AVENUE J,LANCASTER,,918-09146-1125,1125,9146,NO,CA0190024,LANCASTER,N
18510896,3/8/18 10:35,3/8/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"73RD ST AND COMPTON AVE, LOS ANGELES, CA",73RD ST AND COMPTON AVE,LOS ANGELES,,918-03570-2172,2172,3570,NO,CA01900V3,CENTURY,N
18645115,7/21/18 13:30,7/21/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11451-1/2 EXCELSIOR DR, NORWALK, CA  90650",11451-1/2 EXCELSIOR DR,NORWALK,90650,918-10955-0455,455,10955,NO,CA0190004,NORWALK,N
18765906,11/27/18 3:32,11/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"12100 FIRESTONE BLVD, NORWALK, CA  90650",12100 FIRESTONE BLVD,NORWALK,90650,918-17638-0454,454,17638,NO,CA0190004,NORWALK,N
18695735,9/12/18 17:17,9/12/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"100 E AVENUE J, LANCASTER, CA",100 E AVENUE J,LANCASTER,,918-18658-1132,1132,18658,NO,CA0190024,LANCASTER,N
18635741,7/11/18 17:11,7/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE AVE AND GRAHAM AVE, LOS ANGELES, CA",FLORENCE AVE AND GRAHAM AVE,LOS ANGELES,,918-10084-2172,2172,10084,NO,CA01900V3,CENTURY,N
18559018,4/23/18 11:55,4/24/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1400 MT. OLIVE DR, DUARTE, CA  91010",1400 MT. OLIVE DR,DUARTE,91010,918-05000-0542,542,5000,NO,CA0190005,TEMPLE,N
18678001,8/24/18 23:59,8/25/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"9600 GARVEY AVE, SOUTH EL MONTE, CA  91733",9600 GARVEY AVE,SOUTH EL MONTE,91733,918-10935-0560,560,10935,NO,CA0190005,TEMPLE,N
18544643,4/11/18 11:55,4/11/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"1100 FLORENCE AVE, LOS ANGELES, CA",1100 FLORENCE AVE,LOS ANGELES,,918-05395-2170,2170,5395,NO,CA01900V3,CENTURY,N
18498120,2/22/18 13:18,2/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"1600 ROSEMEAD BLVD, SOUTH EL MONTE, CA",1600 ROSEMEAD BLVD,SOUTH EL MONTE,,918-02323-0578,578,2323,NO,CA0190005,TEMPLE,N
18692312,9/9/18 10:24,9/9/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-09479-1612,1612,9479,NO,CA0190016,CARSON,N
18728342,10/16/18 13:27,10/16/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"2600 OLIVE ST, WALNUT PARK, CA",2600 OLIVE ST,WALNUT PARK,,918-15115-2178,2178,15115,NO,CA01900V3,CENTURY,N
18616565,6/20/18 22:41,6/20/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"11700 WHITTIER BLVD, WHITTIER, CA",11700 WHITTIER BLVD,WHITTIER,,918-04369-1577,1577,4369,NO,CA0190015,PICO RIVERA,N
18538725,4/5/18 2:30,4/5/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"25800 NARBONNE AVE, LOMITA, CA  90717",25800 NARBONNE AVE,LOMITA,90717,918-01248-1713,1713,1248,NO,CA0190017,LOMITA,N
18444616,1/3/18 8:47,1/3/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"13900 VALLEY VIEW AVE, LA MIRADA, CA  90638",13900 VALLEY VIEW AVE,LA MIRADA,90638,918-00107-0461,461,107,NO,CA0190004,NORWALK,N
18712618,9/30/18 16:51,9/30/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"DIAMOND BAR BLVD AND 60 FRWY, DIAMOND BAR, CA",DIAMOND BAR BLVD AND 60 FRWY,DIAMOND BAR,,918-06460-2920,2920,6460,NO,CA0190020,WALNUT,N
18762455,11/22/18 10:50,11/22/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"3200 W AVENUE L, LANCASTER, CA",3200 W AVENUE L,LANCASTER,,918-24386-1192,1192,24386,NO,CA0190024,LANCASTER,N
18692705,9/9/18 20:36,9/9/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"900 W LANCASTER BLVD, LANCASTER, CA",900 W LANCASTER BLVD,LANCASTER,,918-18395-1122,1122,18395,NO,CA0190024,LANCASTER,N
18746380,11/4/18 15:14,11/4/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FLORENCE ST AND MERKEL AVE, PARAMOUNT, CA  90723",FLORENCE ST AND MERKEL AVE,PARAMOUNT,90723,918-24263-1362,1362,24263,NO,CA0190013,LAKEWOOD,N
18623449,6/27/18 20:25,6/27/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"SLAUSON AVE AND PIONEER BLVD, WHITTIER, CA",SLAUSON AVE AND PIONEER BLVD,WHITTIER,,918-04551-1578,1578,4551,NO,CA0190015,PICO RIVERA,N
18520529,3/16/18 15:52,3/16/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"3300 MARINE AVE, GARDENA, CA",3300 MARINE AVE,GARDENA,,918-02130-0388,388,2130,NO,CA0190003,SOUTH LOS ANGELES,N
18600441,6/5/18 8:29,6/5/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,"W DESOTO AVE AND S LASSEN ST, CHATSWORTH, CA",W DESOTO AVE AND S LASSEN ST,CHATSWORTH,,918-00124-6153,6153,124,NO,CA01900V6,METROLINK BUREAU,N
18719340,10/7/18 10:48,10/7/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"18400 S AVALON BLVD, CARSON, CA",18400 S AVALON BLVD,CARSON,,918-10540-1612,1612,10540,NO,CA0190016,CARSON,N
18651674,7/28/18 14:45,7/28/18,VAGRANCY,222,VAGRANCY/QUALITY OF LIFE:Illegal Vending,"FIRESTONE BLVD AND GRAPE ST, LOS ANGELES, CA  90001",FIRESTONE BLVD AND GRAPE ST,LOS ANGELES,90001,918-10940-2175,2175,10940,NO,CA01900V3,CENTURY,N
18662074,8/8/18 17:14,8/8/18,VAGRANCY,221,VAGRANCY: Loitering/Curfew,,,,,918-11192-2847,2847,11192,NO,CA0190042,COMPTON,N
